"TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","esite","esite_alt","esite_alt2","state_code","dom1","dom2","dom3","dom4","grass_dur","ration","ration_dat","remarks"
"2409","818","NM690","42X","42.2","Limestone hills","","","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1908","930","NM690","42X","42.2","Limestone hills","Gravelly","","562","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1908","930","NM690","42X","42.2","Gravelly","Loamy","Limestone hills","560","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1908","930","NM690","42X","42.2","Drainage","Draw","Gravelly","567","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1908","930","NM690","42X","42.2","Gravelly","Sandy","Draw","563","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"28","930","NM690","42X","42.2","Loamy","Draw","Gravelly","246","<Null>","","<Null>","","<Null>","photo interpretation","<Null>","<Null>"
"1928","818","NM690","42X","42.2","Drainage","Sandy","","670","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2259","47","NM690","42X","42.2","Sandy","Deep sand","<Null>","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2277","915","NM690","42X","42.2","Drainage","Sandy","","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2263","7","NM690","42X","42.2","Sandy","Deep sand","","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2748","634","NM690","42X","42.2","Limestone hills","Hills","","562","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2748","634","NM690","42X","42.2","Limestone hills","Hills","","562","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2748","634","NM690","42X","42.2","Drainage","<Null>","","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2273","915","NM690","42X","42.2","Limestone hills","Gravelly","","653","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2273","915","NM690","42X","42.2","Drainage","<Null>","","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2273","915","NM690","42X","42.2","Hills","Sandy","Gravelly","652","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2443","915","NM690","42X","42.2","Limestone hills","Gravelly","","650","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"1918","915","NM690","42X","42.2","Gravelly","Sandy","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2460","914","NM690","42X","42.2","Gravelly","Limestone hills","","560","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2460","914","NM690","42X","42.2","Limestone hills","Gravelly","","563","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"2460","914","NM690","42X","42.2","Gravelly","Gravelly loam","Limestone hills","536","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank & Quadrat"
"1992","914","NM690","42X","42.2","Limestone hills","<Null>","","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Draw","Drainage","","247","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Gravelly","Limestone hills","","650","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Gravelly","Limestone hills","Sandy","650","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Gravelly","","356","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Limestone hills","Hills","","356","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Drainage","<Null>","","567","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Gravelly","Sandy","Limestone hills","650","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1992","914","NM690","42X","42.2","Gravelly","Limestone hills","Loamy","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1944","930","NM690","42X","42.2","Limestone hills","Gravelly","","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2474","926","NM690","42X","42.2","Gravelly","Loamy","Limestone hills","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1908","930","NM690","42X","42.2","Gravelly","Loamy","Draw","536","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1908","930","NM690","42X","42.2","Draw","Drainage","","427","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1908","930","NM690","42X","42.2","Draw","Drainage","","427","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"1908","930","NM690","42X","42.2","Draw","Drainage","","427","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
"2445","914","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>"
